Ten-Year Age Groups	Ten-Year Age Groups Code	Multiple Cause of death	Multiple Cause of death Code	Year	Year Code	Deaths	Population	Crude Rate
55-64 years	55-64	Cannabis (derivatives)	T40.7	2019	2019	123	42448537	0.3
55-64 years	55-64	Lysergide [LSD]	T40.8	1999	1999	0	23778026	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2000	2000	0	24274684	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2001	2001	0	25105295	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2002	2002	0	26703332	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2003	2003	0	28008945	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2004	2004	0	29305304	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2005	2005	0	30641497	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2006	2006	0	31930113	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2007	2007	0	33128434	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2008	2008	0	34157063	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2009	2009	0	35405600	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2010	2010	0	36482729	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2011	2011	0	38062140	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2012	2012	0	38586202	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2013	2013	0	39316431	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2014	2014	0	40077581	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2015	2015	0	40877819	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2016	2016	0	41463144	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2017	2017	1	41995658	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2018	2018	1	42272636	Unreliable
55-64 years	55-64	Lysergide [LSD]	T40.8	2019	2019	0	42448537	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	0	23778026	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	0	24274684	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	25105295	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	26703332	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	1	28008945	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	29305304	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	2	30641497	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	31930113	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	33128434	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	34157063	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	1	35405600	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	0	36482729	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	0	38062140	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	0	38586202	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	0	39316431	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	2	40077581	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2015	2015	0	40877819	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2016	2016	0	41463144	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2017	2017	0	41995658	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2018	2018	1	42272636	Unreliable
55-64 years	55-64	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2019	2019	0	42448537	Unreliable
65-74 years	65-74	Opium	T40.0	1999	1999	0	18418909	Unreliable
65-74 years	65-74	Opium	T40.0	2000	2000	0	18390986	Unreliable
65-74 years	65-74	Opium	T40.0	2001	2001	0	18384179	Unreliable
65-74 years	65-74	Opium	T40.0	2002	2002	0	18388535	Unreliable
65-74 years	65-74	Opium	T40.0	2003	2003	1	18500915	Unreliable
65-74 years	65-74	Opium	T40.0	2004	2004	0	18667533	Unreliable
65-74 years	65-74	Opium	T40.0	2005	2005	0	18881697	Unreliable
65-74 years	65-74	Opium	T40.0	2006	2006	0	19203027	Unreliable
65-74 years	65-74	Opium	T40.0	2007	2007	0	19698727	Unreliable
65-74 years	65-74	Opium	T40.0	2008	2008	0	20505679	Unreliable
65-74 years	65-74	Opium	T40.0	2009	2009	1	21233099	Unreliable
65-74 years	65-74	Opium	T40.0	2010	2010	0	21713429	Unreliable
65-74 years	65-74	Opium	T40.0	2011	2011	0	22481738	Unreliable
65-74 years	65-74	Opium	T40.0	2012	2012	0	23985392	Unreliable
65-74 years	65-74	Opium	T40.0	2013	2013	0	25216766	Unreliable
65-74 years	65-74	Opium	T40.0	2014	2014	0	26398290	Unreliable
65-74 years	65-74	Opium	T40.0	2015	2015	0	27550517	Unreliable
65-74 years	65-74	Opium	T40.0	2016	2016	0	28630330	Unreliable
65-74 years	65-74	Opium	T40.0	2017	2017	0	29683446	Unreliable
65-74 years	65-74	Opium	T40.0	2018	2018	0	30492316	Unreliable
65-74 years	65-74	Opium	T40.0	2019	2019	0	31483433	Unreliable
65-74 years	65-74	Heroin	T40.1	1999	1999	12	18418909	Unreliable
65-74 years	65-74	Heroin	T40.1	2000	2000	8	18390986	Unreliable
65-74 years	65-74	Heroin	T40.1	2001	2001	9	18384179	Unreliable
65-74 years	65-74	Heroin	T40.1	2002	2002	11	18388535	Unreliable
65-74 years	65-74	Heroin	T40.1	2003	2003	17	18500915	Unreliable
65-74 years	65-74	Heroin	T40.1	2004	2004	13	18667533	Unreliable
65-74 years	65-74	Heroin	T40.1	2005	2005	11	18881697	Unreliable
65-74 years	65-74	Heroin	T40.1	2006	2006	10	19203027	Unreliable
65-74 years	65-74	Heroin	T40.1	2007	2007	12	19698727	Unreliable
65-74 years	65-74	Heroin	T40.1	2008	2008	22	20505679	0.1
65-74 years	65-74	Heroin	T40.1	2009	2009	21	21233099	0.1
65-74 years	65-74	Heroin	T40.1	2010	2010	18	21713429	Unreliable
65-74 years	65-74	Heroin	T40.1	2011	2011	36	22481738	0.2
65-74 years	65-74	Heroin	T40.1	2012	2012	37	23985392	0.2
65-74 years	65-74	Heroin	T40.1	2013	2013	72	25216766	0.3
65-74 years	65-74	Heroin	T40.1	2014	2014	135	26398290	0.5
65-74 years	65-74	Heroin	T40.1	2015	2015	179	27550517	0.6
65-74 years	65-74	Heroin	T40.1	2016	2016	278	28630330	1
65-74 years	65-74	Heroin	T40.1	2017	2017	365	29683446	1.2
65-74 years	65-74	Heroin	T40.1	2018	2018	448	30492316	1.5
65-74 years	65-74	Heroin	T40.1	2019	2019	542	31483433	1.7
65-74 years	65-74	Other opioids	T40.2	1999	1999	60	18418909	0.3
65-74 years	65-74	Other opioids	T40.2	2000	2000	57	18390986	0.3
65-74 years	65-74	Other opioids	T40.2	2001	2001	60	18384179	0.3
65-74 years	65-74	Other opioids	T40.2	2002	2002	92	18388535	0.5
65-74 years	65-74	Other opioids	T40.2	2003	2003	100	18500915	0.5
65-74 years	65-74	Other opioids	T40.2	2004	2004	110	18667533	0.6
65-74 years	65-74	Other opioids	T40.2	2005	2005	139	18881697	0.7
65-74 years	65-74	Other opioids	T40.2	2006	2006	158	19203027	0.8
65-74 years	65-74	Other opioids	T40.2	2007	2007	178	19698727	0.9
65-74 years	65-74	Other opioids	T40.2	2008	2008	237	20505679	1.2
65-74 years	65-74	Other opioids	T40.2	2009	2009	280	21233099	1.3
65-74 years	65-74	Other opioids	T40.2	2010	2010	280	21713429	1.3
65-74 years	65-74	Other opioids	T40.2	2011	2011	331	22481738	1.5
65-74 years	65-74	Other opioids	T40.2	2012	2012	409	23985392	1.7
65-74 years	65-74	Other opioids	T40.2	2013	2013	475	25216766	1.9
65-74 years	65-74	Other opioids	T40.2	2014	2014	588	26398290	2.2
65-74 years	65-74	Other opioids	T40.2	2015	2015	623	27550517	2.3
65-74 years	65-74	Other opioids	T40.2	2016	2016	723	28630330	2.5
65-74 years	65-74	Other opioids	T40.2	2017	2017	791	29683446	2.7
65-74 years	65-74	Other opioids	T40.2	2018	2018	872	30492316	2.9
65-74 years	65-74	Other opioids	T40.2	2019	2019	915	31483433	2.9
65-74 years	65-74	Methadone	T40.3	1999	1999	6	18418909	Unreliable
65-74 years	65-74	Methadone	T40.3	2000	2000	5	18390986	Unreliable
65-74 years	65-74	Methadone	T40.3	2001	2001	10	18384179	Unreliable
65-74 years	65-74	Methadone	T40.3	2002	2002	22	18388535	0.1
65-74 years	65-74	Methadone	T40.3	2003	2003	15	18500915	Unreliable
65-74 years	65-74	Methadone	T40.3	2004	2004	31	18667533	0.2
65-74 years	65-74	Methadone	T40.3	2005	2005	42	18881697	0.2
65-74 years	65-74	Methadone	T40.3	2006	2006	53	19203027	0.3
65-74 years	65-74	Methadone	T40.3	2007	2007	35	19698727	0.2
65-74 years	65-74	Methadone	T40.3	2008	2008	56	20505679	0.3
65-74 years	65-74	Methadone	T40.3	2009	2009	61	21233099	0.3
65-74 years	65-74	Methadone	T40.3	2010	2010	47	21713429	0.2
65-74 years	65-74	Methadone	T40.3	2011	2011	72	22481738	0.3
65-74 years	65-74	Methadone	T40.3	2012	2012	72	23985392	0.3
65-74 years	65-74	Methadone	T40.3	2013	2013	109	25216766	0.4
65-74 years	65-74	Methadone	T40.3	2014	2014	101	26398290	0.4
65-74 years	65-74	Methadone	T40.3	2015	2015	129	27550517	0.5
65-74 years	65-74	Methadone	T40.3	2016	2016	118	28630330	0.4
65-74 years	65-74	Methadone	T40.3	2017	2017	155	29683446	0.5
65-74 years	65-74	Methadone	T40.3	2018	2018	188	30492316	0.6
65-74 years	65-74	Methadone	T40.3	2019	2019	184	31483433	0.6
65-74 years	65-74	Other synthetic narcotics	T40.4	1999	1999	24	18418909	0.1
65-74 years	65-74	Other synthetic narcotics	T40.4	2000	2000	22	18390986	0.1
65-74 years	65-74	Other synthetic narcotics	T40.4	2001	2001	23	18384179	0.1
65-74 years	65-74	Other synthetic narcotics	T40.4	2002	2002	35	18388535	0.2
65-74 years	65-74	Other synthetic narcotics	T40.4	2003	2003	38	18500915	0.2
65-74 years	65-74	Other synthetic narcotics	T40.4	2004	2004	42	18667533	0.2
65-74 years	65-74	Other synthetic narcotics	T40.4	2005	2005	47	18881697	0.2
65-74 years	65-74	Other synthetic narcotics	T40.4	2006	2006	45	19203027	0.2
65-74 years	65-74	Other synthetic narcotics	T40.4	2007	2007	65	19698727	0.3
65-74 years	65-74	Other synthetic narcotics	T40.4	2008	2008	67	20505679	0.3
65-74 years	65-74	Other synthetic narcotics	T40.4	2009	2009	108	21233099	0.5
65-74 years	65-74	Other synthetic narcotics	T40.4	2010	2010	76	21713429	0.4
65-74 years	65-74	Other synthetic narcotics	T40.4	2011	2011	73	22481738	0.3
65-74 years	65-74	Other synthetic narcotics	T40.4	2012	2012	100	23985392	0.4
65-74 years	65-74	Other synthetic narcotics	T40.4	2013	2013	107	25216766	0.4
65-74 years	65-74	Other synthetic narcotics	T40.4	2014	2014	150	26398290	0.6
65-74 years	65-74	Other synthetic narcotics	T40.4	2015	2015	216	27550517	0.8
65-74 years	65-74	Other synthetic narcotics	T40.4	2016	2016	382	28630330	1.3
65-74 years	65-74	Other synthetic narcotics	T40.4	2017	2017	587	29683446	2
65-74 years	65-74	Other synthetic narcotics	T40.4	2018	2018	814	30492316	2.7
65-74 years	65-74	Other synthetic narcotics	T40.4	2019	2019	1081	31483433	3.4
65-74 years	65-74	Cocaine	T40.5	1999	1999	30	18418909	0.2
65-74 years	65-74	Cocaine	T40.5	2000	2000	26	18390986	0.1
65-74 years	65-74	Cocaine	T40.5	2001	2001	38	18384179	0.2
65-74 years	65-74	Cocaine	T40.5	2002	2002	27	18388535	0.1
65-74 years	65-74	Cocaine	T40.5	2003	2003	56	18500915	0.3
65-74 years	65-74	Cocaine	T40.5	2004	2004	54	18667533	0.3
65-74 years	65-74	Cocaine	T40.5	2005	2005	76	18881697	0.4
65-74 years	65-74	Cocaine	T40.5	2006	2006	84	19203027	0.4
65-74 years	65-74	Cocaine	T40.5	2007	2007	98	19698727	0.5
65-74 years	65-74	Cocaine	T40.5	2008	2008	81	20505679	0.4
65-74 years	65-74	Cocaine	T40.5	2009	2009	66	21233099	0.3
65-74 years	65-74	Cocaine	T40.5	2010	2010	86	21713429	0.4
65-74 years	65-74	Cocaine	T40.5	2011	2011	88	22481738	0.4
65-74 years	65-74	Cocaine	T40.5	2012	2012	117	23985392	0.5
65-74 years	65-74	Cocaine	T40.5	2013	2013	163	25216766	0.6
65-74 years	65-74	Cocaine	T40.5	2014	2014	192	26398290	0.7
65-74 years	65-74	Cocaine	T40.5	2015	2015	231	27550517	0.8
65-74 years	65-74	Cocaine	T40.5	2016	2016	344	28630330	1.2
65-74 years	65-74	Cocaine	T40.5	2017	2017	465	29683446	1.6
65-74 years	65-74	Cocaine	T40.5	2018	2018	613	30492316	2
65-74 years	65-74	Cocaine	T40.5	2019	2019	793	31483433	2.5
65-74 years	65-74	Other and unspecified narcotics	T40.6	1999	1999	21	18418909	0.1
65-74 years	65-74	Other and unspecified narcotics	T40.6	2000	2000	24	18390986	0.1
65-74 years	65-74	Other and unspecified narcotics	T40.6	2001	2001	25	18384179	0.1
65-74 years	65-74	Other and unspecified narcotics	T40.6	2002	2002	38	18388535	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2003	2003	40	18500915	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2004	2004	41	18667533	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2005	2005	47	18881697	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2006	2006	41	19203027	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2007	2007	52	19698727	0.3
65-74 years	65-74	Other and unspecified narcotics	T40.6	2008	2008	54	20505679	0.3
65-74 years	65-74	Other and unspecified narcotics	T40.6	2009	2009	41	21233099	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2010	2010	52	21713429	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2011	2011	53	22481738	0.2
65-74 years	65-74	Other and unspecified narcotics	T40.6	2012	2012	66	23985392	0.3
65-74 years	65-74	Other and unspecified narcotics	T40.6	2013	2013	86	25216766	0.3
65-74 years	65-74	Other and unspecified narcotics	T40.6	2014	2014	79	26398290	0.3
65-74 years	65-74	Other and unspecified narcotics	T40.6	2015	2015	99	27550517	0.4
65-74 years	65-74	Other and unspecified narcotics	T40.6	2016	2016	109	28630330	0.4
65-74 years	65-74	Other and unspecified narcotics	T40.6	2017	2017	123	29683446	0.4
65-74 years	65-74	Other and unspecified narcotics	T40.6	2018	2018	96	30492316	0.3
65-74 years	65-74	Other and unspecified narcotics	T40.6	2019	2019	86	31483433	0.3
65-74 years	65-74	Cannabis (derivatives)	T40.7	1999	1999	0	18418909	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2000	2000	0	18390986	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2001	2001	0	18384179	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2002	2002	1	18388535	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2003	2003	1	18500915	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2004	2004	0	18667533	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2005	2005	1	18881697	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2006	2006	1	19203027	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2007	2007	1	19698727	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2008	2008	2	20505679	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2009	2009	1	21233099	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2010	2010	3	21713429	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2011	2011	3	22481738	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2012	2012	3	23985392	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2013	2013	11	25216766	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2014	2014	6	26398290	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2015	2015	8	27550517	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2016	2016	12	28630330	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2017	2017	19	29683446	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2018	2018	19	30492316	Unreliable
65-74 years	65-74	Cannabis (derivatives)	T40.7	2019	2019	31	31483433	0.1
65-74 years	65-74	Lysergide [LSD]	T40.8	1999	1999	0	18418909	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2000	2000	0	18390986	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2001	2001	0	18384179	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2002	2002	0	18388535	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2003	2003	0	18500915	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2004	2004	0	18667533	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2005	2005	0	18881697	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2006	2006	0	19203027	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2007	2007	0	19698727	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2008	2008	0	20505679	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2009	2009	0	21233099	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2010	2010	0	21713429	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2011	2011	0	22481738	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2012	2012	0	23985392	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2013	2013	0	25216766	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2014	2014	0	26398290	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2015	2015	1	27550517	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2016	2016	0	28630330	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2017	2017	0	29683446	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2018	2018	1	30492316	Unreliable
65-74 years	65-74	Lysergide [LSD]	T40.8	2019	2019	0	31483433	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	1	18418909	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	0	18390986	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	18384179	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	18388535	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	0	18500915	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	18667533	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	0	18881697	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	19203027	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	1	19698727	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	20505679	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	0	21233099	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	0	21713429	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	0	22481738	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	0	23985392	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	0	25216766	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	0	26398290	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2015	2015	0	27550517	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2016	2016	0	28630330	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2017	2017	0	29683446	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2018	2018	0	30492316	Unreliable
65-74 years	65-74	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2019	2019	1	31483433	Unreliable
75-84 years	75-84	Opium	T40.0	1999	1999	0	12224914	Unreliable
75-84 years	75-84	Opium	T40.0	2000	2000	0	12361180	Unreliable
75-84 years	75-84	Opium	T40.0	2001	2001	0	12593618	Unreliable
75-84 years	75-84	Opium	T40.0	2002	2002	0	12764864	Unreliable
75-84 years	75-84	Opium	T40.0	2003	2003	0	12896438	Unreliable
75-84 years	75-84	Opium	T40.0	2004	2004	0	12989903	Unreliable
75-84 years	75-84	Opium	T40.0	2005	2005	0	13074802	Unreliable
75-84 years	75-84	Opium	T40.0	2006	2006	0	13095151	Unreliable
75-84 years	75-84	Opium	T40.0	2007	2007	0	13087439	Unreliable
75-84 years	75-84	Opium	T40.0	2008	2008	0	13076102	Unreliable
75-84 years	75-84	Opium	T40.0	2009	2009	0	13022775	Unreliable
75-84 years	75-84	Opium	T40.0	2010	2010	0	13061122	Unreliable
75-84 years	75-84	Opium	T40.0	2011	2011	0	13175230	Unreliable
